epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,6606.03,0.64208,0.40975,0.87491,0.95943,0.88757,0.92815,0.75062,0.51084,0.34096,0.84525,0.0002179,0.0002179,0.0002179
81,6687.43,0.64963,0.40875,0.88034,0.95286,0.89633,0.92854,0.75062,0.51148,0.34269,0.84509,0.000208,0.000208,0.000208
82,6767.41,0.62809,0.40064,0.87474,0.95763,0.88799,0.92772,0.75383,0.51381,0.34122,0.84598,0.0001981,0.0001981,0.0001981
83,6847.26,0.64019,0.40381,0.87615,0.95145,0.89373,0.92895,0.75489,0.51059,0.34325,0.84401,0.0001882,0.0001882,0.0001882
84,6928.68,0.63891,0.40335,0.87724,0.96025,0.89397,0.93149,0.75578,0.51118,0.34243,0.84484,0.0001783,0.0001783,0.0001783
85,7010.27,0.63425,0.39771,0.87353,0.95989,0.89088,0.93015,0.75338,0.51137,0.34116,0.84525,0.0001684,0.0001684,0.0001684
86,7091.39,0.63122,0.39881,0.87299,0.95386,0.89033,0.92699,0.75363,0.51139,0.34183,0.84393,0.0001585,0.0001585,0.0001585
87,7174.02,0.63449,0.40325,0.87482,0.96292,0.88986,0.93006,0.75435,0.50912,0.33753,0.84527,0.0001486,0.0001486,0.0001486
88,7255.2,0.6268,0.3954,0.87074,0.94811,0.89907,0.93107,0.75441,0.51108,0.3379,0.8462,0.0001387,0.0001387,0.0001387
89,7337.87,0.62374,0.3955,0.87375,0.95952,0.90108,0.93296,0.756,0.50854,0.33569,0.84415,0.0001288,0.0001288,0.0001288
90,7419.31,0.63946,0.40354,0.87286,0.95963,0.89548,0.93079,0.75616,0.50965,0.33711,0.84585,0.0001189,0.0001189,0.0001189
91,7496.99,0.55141,0.3519,0.84361,0.95371,0.89207,0.92928,0.74947,0.51668,0.34235,0.84779,0.000109,0.000109,0.000109
92,7574.41,0.53973,0.34599,0.84037,0.95139,0.90369,0.9312,0.75036,0.51638,0.34114,0.84738,9.91e-05,9.91e-05,9.91e-05
93,7652.16,0.53979,0.34309,0.84308,0.96171,0.89729,0.936,0.75511,0.51261,0.33801,0.84656,8.92e-05,8.92e-05,8.92e-05
94,7730.16,0.53617,0.3396,0.84097,0.95395,0.89421,0.93151,0.75385,0.51202,0.33882,0.8456,7.93e-05,7.93e-05,7.93e-05
95,7808.19,0.529,0.33874,0.84,0.95461,0.90484,0.93434,0.75446,0.50972,0.33666,0.84437,6.94e-05,6.94e-05,6.94e-05
96,7885.77,0.53084,0.33954,0.83977,0.95218,0.8952,0.93266,0.75526,0.50651,0.33246,0.84382,5.95e-05,5.95e-05,5.95e-05
97,7964.63,0.52804,0.33709,0.8393,0.94832,0.90342,0.93666,0.75756,0.50638,0.33419,0.84567,4.96e-05,4.96e-05,4.96e-05
98,8043.68,0.52838,0.33609,0.83931,0.95322,0.89879,0.93108,0.75748,0.50486,0.33133,0.84477,3.97e-05,3.97e-05,3.97e-05
99,8123.46,0.53071,0.33614,0.84133,0.95604,0.8979,0.93397,0.75808,0.50611,0.33239,0.84495,2.98e-05,2.98e-05,2.98e-05
100,8201.82,0.51853,0.33027,0.83779,0.95685,0.90061,0.93537,0.758,0.50519,0.33147,0.8443,1.99e-05,1.99e-05,1.99e-05
