epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,265.414,0.92502,0.74535,0.96409,0.9699,0.84469,0.89054,0.66109,0.78041,0.5819,0.94066,0.000755,0.000755,0.000755
42,271.913,0.91516,0.70773,0.95112,0.93264,0.87592,0.89068,0.657,0.76409,0.58762,0.93164,0.000742625,0.000742625,0.000742625
43,278.343,0.91088,0.72355,0.95502,0.9336,0.87703,0.89197,0.67637,0.76035,0.57837,0.92669,0.00073025,0.00073025,0.00073025
44,284.59,0.9088,0.69229,0.94541,0.92694,0.86271,0.89193,0.66192,0.80733,0.59171,0.93896,0.000717875,0.000717875,0.000717875
45,290.828,0.88289,0.69446,0.94606,0.93196,0.86203,0.89249,0.66958,0.7632,0.59342,0.92337,0.0007055,0.0007055,0.0007055
46,297.134,0.95794,0.73403,0.96454,0.97842,0.83956,0.89156,0.66876,0.74951,0.5841,0.92248,0.000693125,0.000693125,0.000693125
47,303.314,0.90055,0.6839,0.94852,0.98512,0.84077,0.89297,0.66774,0.75079,0.56035,0.92181,0.00068075,0.00068075,0.00068075
48,309.593,0.94716,0.69056,0.94945,0.98386,0.83778,0.89291,0.69379,0.72451,0.54753,0.911,0.000668375,0.000668375,0.000668375
49,315.959,0.92831,0.69033,0.95086,0.98069,0.83591,0.89326,0.67893,0.74559,0.55113,0.91595,0.000656,0.000656,0.000656
50,322.299,0.93712,0.69854,0.95261,0.96966,0.83878,0.9129,0.68696,0.7459,0.55241,0.91313,0.000643625,0.000643625,0.000643625
51,328.757,0.96504,0.72692,0.96795,0.9295,0.86881,0.89848,0.6906,0.72865,0.54448,0.91341,0.00063125,0.00063125,0.00063125
52,334.981,0.90455,0.72839,0.94626,0.91765,0.88869,0.89879,0.70321,0.72294,0.534,0.91021,0.000618875,0.000618875,0.000618875
53,341.43,0.90363,0.70486,0.95097,0.97639,0.82756,0.89455,0.69227,0.70876,0.54153,0.90637,0.0006065,0.0006065,0.0006065
54,347.57,0.87052,0.66321,0.93463,0.97377,0.8381,0.89278,0.67756,0.70797,0.55071,0.9059,0.000594125,0.000594125,0.000594125
55,353.876,0.90181,0.67944,0.95725,0.97267,0.83982,0.89,0.69284,0.69072,0.54262,0.90049,0.00058175,0.00058175,0.00058175
56,360.123,0.87466,0.64807,0.92557,0.98005,0.8377,0.89071,0.69717,0.70454,0.5345,0.90057,0.000569375,0.000569375,0.000569375
57,366.499,0.87809,0.69087,0.94183,0.97588,0.8308,0.8902,0.69672,0.71423,0.52988,0.90358,0.000557,0.000557,0.000557
58,372.828,0.88027,0.63853,0.93033,0.91092,0.87329,0.88968,0.68865,0.70045,0.52409,0.90399,0.000544625,0.000544625,0.000544625
59,379.024,0.8569,0.66249,0.93263,0.91535,0.88015,0.89148,0.6891,0.70329,0.53262,0.90331,0.00053225,0.00053225,0.00053225
60,385.526,0.8707,0.68129,0.9535,0.90631,0.90576,0.91242,0.6907,0.70048,0.52462,0.89898,0.000519875,0.000519875,0.000519875
61,391.939,0.8405,0.6346,0.92247,0.90014,0.8924,0.89473,0.68467,0.69087,0.52659,0.89939,0.0005075,0.0005075,0.0005075
62,398.225,0.86668,0.64549,0.94285,0.9072,0.88187,0.89193,0.68427,0.69583,0.52773,0.89959,0.000495125,0.000495125,0.000495125
63,404.5,0.84038,0.6278,0.92093,0.9236,0.87044,0.89184,0.69307,0.67977,0.52611,0.89353,0.00048275,0.00048275,0.00048275
64,410.958,0.87572,0.65098,0.93181,0.96934,0.84791,0.89309,0.69529,0.68092,0.5127,0.89231,0.000470375,0.000470375,0.000470375
65,417.145,0.83206,0.64728,0.92532,0.97346,0.8438,0.89465,0.7045,0.68596,0.51003,0.89308,0.000458,0.000458,0.000458
66,423.573,0.84121,0.65492,0.93003,0.97472,0.84686,0.89289,0.69791,0.69109,0.51346,0.89898,0.000445625,0.000445625,0.000445625
67,429.977,0.84544,0.63415,0.91723,0.97487,0.85323,0.90996,0.69706,0.67927,0.51788,0.89868,0.00043325,0.00043325,0.00043325
68,436.317,0.84455,0.64129,0.94345,0.96932,0.85264,0.87722,0.6999,0.67473,0.50673,0.89943,0.000420875,0.000420875,0.000420875
69,442.508,0.80275,0.60084,0.90634,0.98034,0.85407,0.88115,0.70555,0.68141,0.49715,0.90482,0.0004085,0.0004085,0.0004085
70,448.771,0.84527,0.64652,0.93138,0.98227,0.85522,0.89335,0.70854,0.68582,0.49608,0.90369,0.000396125,0.000396125,0.000396125
71,455.22,0.82699,0.62536,0.92043,0.94237,0.88069,0.89729,0.70643,0.68055,0.49687,0.89715,0.00038375,0.00038375,0.00038375
72,461.496,0.79039,0.619,0.91887,0.94507,0.87787,0.89671,0.70451,0.67765,0.5039,0.89606,0.000371375,0.000371375,0.000371375
73,467.925,0.84243,0.62933,0.92768,0.95099,0.8526,0.89281,0.70042,0.66362,0.50357,0.89065,0.000359,0.000359,0.000359
74,474.303,0.82169,0.61635,0.91347,0.94919,0.88135,0.89555,0.70735,0.65816,0.501,0.88537,0.000346625,0.000346625,0.000346625
75,480.519,0.79521,0.59814,0.90476,0.95177,0.88019,0.89667,0.70739,0.65299,0.49044,0.88682,0.00033425,0.00033425,0.00033425
76,486.875,0.81564,0.60336,0.91956,0.9145,0.90842,0.91576,0.70694,0.6438,0.48296,0.88785,0.000321875,0.000321875,0.000321875
77,493.197,0.82044,0.61203,0.92027,0.94855,0.88216,0.89832,0.70556,0.64791,0.48751,0.88516,0.0003095,0.0003095,0.0003095
78,499.548,0.78249,0.58022,0.90253,0.94901,0.8821,0.8982,0.70463,0.64377,0.48809,0.88265,0.000297125,0.000297125,0.000297125
79,506.084,0.80893,0.60984,0.91625,0.94761,0.88082,0.89769,0.70635,0.64413,0.49245,0.88236,0.00028475,0.00028475,0.00028475
80,512.423,0.80531,0.59027,0.91139,0.94521,0.88139,0.89601,0.70442,0.64435,0.49186,0.88383,0.000272375,0.000272375,0.000272375
81,518.797,0.78838,0.58539,0.91325,0.95074,0.88332,0.89625,0.70579,0.63753,0.49105,0.88032,0.00026,0.00026,0.00026
82,525.22,0.77713,0.58082,0.90202,0.95153,0.87859,0.89616,0.71604,0.6299,0.48063,0.88086,0.000247625,0.000247625,0.000247625
83,531.716,0.80445,0.59112,0.91717,0.98214,0.85407,0.89466,0.71207,0.62717,0.47241,0.88103,0.00023525,0.00023525,0.00023525
84,538.177,0.80332,0.58598,0.91503,0.97909,0.85311,0.89681,0.71678,0.63502,0.47266,0.88189,0.000222875,0.000222875,0.000222875
85,544.644,0.78751,0.58116,0.90978,0.94918,0.87324,0.89805,0.70499,0.64431,0.47209,0.8832,0.0002105,0.0002105,0.0002105
86,550.902,0.77899,0.58637,0.91079,0.94766,0.87464,0.89771,0.70733,0.64364,0.47112,0.88307,0.000198125,0.000198125,0.000198125
87,557.172,0.79593,0.58966,0.90558,0.94983,0.87551,0.89761,0.71369,0.63576,0.46801,0.88312,0.00018575,0.00018575,0.00018575
88,563.485,0.81579,0.5804,0.91515,0.97856,0.84537,0.89607,0.72328,0.62739,0.4703,0.88264,0.000173375,0.000173375,0.000173375
89,569.641,0.77768,0.57115,0.90313,0.95232,0.87792,0.89835,0.71768,0.62518,0.47216,0.88153,0.000161,0.000161,0.000161
90,575.84,0.79772,0.59082,0.91231,0.95461,0.88052,0.89918,0.71744,0.62347,0.47327,0.87891,0.000148625,0.000148625,0.000148625
91,581.913,0.70589,0.56713,0.87059,0.96773,0.84717,0.89757,0.721,0.64059,0.48614,0.88096,0.00013625,0.00013625,0.00013625
92,587.99,0.65749,0.54616,0.86188,0.92455,0.91065,0.91773,0.71233,0.65443,0.49148,0.88573,0.000123875,0.000123875,0.000123875
93,594.041,0.67044,0.54693,0.86225,0.90307,0.92123,0.92113,0.71299,0.66005,0.48953,0.88946,0.0001115,0.0001115,0.0001115
94,599.976,0.67478,0.53617,0.86616,0.90155,0.91948,0.92107,0.71524,0.6595,0.48807,0.8908,9.9125e-05,9.9125e-05,9.9125e-05
95,606.048,0.65093,0.52865,0.85473,0.97973,0.85832,0.92198,0.71377,0.65645,0.48823,0.89065,8.675e-05,8.675e-05,8.675e-05
96,611.983,0.65601,0.53031,0.85581,0.9812,0.85976,0.91692,0.71381,0.65757,0.48672,0.89137,7.4375e-05,7.4375e-05,7.4375e-05
97,617.915,0.67927,0.54344,0.85368,0.98238,0.85505,0.89755,0.71366,0.65753,0.48976,0.89045,6.2e-05,6.2e-05,6.2e-05
98,623.82,0.63199,0.52005,0.85113,0.98289,0.8551,0.91518,0.7206,0.64782,0.48638,0.88816,4.9625e-05,4.9625e-05,4.9625e-05
99,629.712,0.68263,0.53123,0.85816,0.97919,0.85426,0.89964,0.71846,0.64628,0.48303,0.88665,3.725e-05,3.725e-05,3.725e-05
100,635.806,0.63798,0.51837,0.85554,0.90168,0.92414,0.91582,0.7183,0.64418,0.47911,0.88526,2.4875e-05,2.4875e-05,2.4875e-05
