epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2570.65,0.98516,0.66725,0.00304,0.89994,0.82078,0.876,0.68365,0.73911,0.44985,0.00344,0.0008218,0.0008218,0.0008218
20,2696.38,0.96955,0.6544,0.00298,0.91715,0.80702,0.88156,0.6938,0.73878,0.44463,0.00345,0.0008119,0.0008119,0.0008119
21,2888.92,0.97074,0.63178,0.00294,0.90043,0.83784,0.886,0.69722,0.72968,0.43814,0.0034,0.000802,0.000802,0.000802
22,3051.29,0.97452,0.62622,0.00295,0.88972,0.84111,0.88479,0.69262,0.73806,0.44358,0.00345,0.0007921,0.0007921,0.0007921
23,3198.31,0.96143,0.61749,0.00291,0.90363,0.83522,0.88285,0.69282,0.74164,0.43966,0.00345,0.0007822,0.0007822,0.0007822
24,3323.85,0.94562,0.60758,0.00293,0.89196,0.83227,0.8836,0.6926,0.73403,0.4281,0.0034,0.0007723,0.0007723,0.0007723
25,3449.4,0.95868,0.61366,0.00289,0.92141,0.83388,0.88928,0.69617,0.72026,0.41756,0.00333,0.0007624,0.0007624,0.0007624
26,3574.43,0.94783,0.60321,0.00289,0.90472,0.83608,0.89004,0.69089,0.73701,0.43174,0.00333,0.0007525,0.0007525,0.0007525
27,3704.73,0.97126,0.61361,0.00293,0.91649,0.83715,0.88946,0.69821,0.72931,0.41827,0.00349,0.0007426,0.0007426,0.0007426
28,3828.45,0.95143,0.59469,0.00281,0.91372,0.84299,0.89185,0.70299,0.72031,0.41303,0.00327,0.0007327,0.0007327,0.0007327
29,3941.44,0.93594,0.58795,0.0028,0.89365,0.85013,0.8914,0.70689,0.71255,0.41061,0.00329,0.0007228,0.0007228,0.0007228
30,4054.32,0.95009,0.58832,0.00284,0.92055,0.85678,0.89668,0.70206,0.74274,0.41854,0.00342,0.0007129,0.0007129,0.0007129
31,4166.75,0.95282,0.59178,0.00289,0.9188,0.85037,0.89262,0.70284,0.7191,0.40538,0.0033,0.000703,0.000703,0.000703
32,4280.04,0.92766,0.57516,0.00279,0.90735,0.85398,0.89638,0.71193,0.70374,0.40522,0.00324,0.0006931,0.0006931,0.0006931
33,4393.33,0.92729,0.57303,0.00285,0.92861,0.85711,0.90136,0.70995,0.71216,0.40469,0.00329,0.0006832,0.0006832,0.0006832
34,4507.45,0.93012,0.56628,0.00276,0.9168,0.85771,0.90085,0.71312,0.71601,0.40242,0.00326,0.0006733,0.0006733,0.0006733
35,4623.24,0.91372,0.55494,0.00277,0.92301,0.86573,0.89965,0.71756,0.70431,0.38879,0.00326,0.0006634,0.0006634,0.0006634
36,4736.93,0.9275,0.56844,0.00281,0.92905,0.86925,0.90423,0.71906,0.69496,0.39521,0.0032,0.0006535,0.0006535,0.0006535
37,4852.47,0.9347,0.57104,0.00282,0.93591,0.86542,0.9014,0.72054,0.69234,0.38659,0.00319,0.0006436,0.0006436,0.0006436
38,4964.49,0.89763,0.55516,0.00271,0.92633,0.85284,0.90017,0.71954,0.69077,0.38221,0.00319,0.0006337,0.0006337,0.0006337
39,5074.44,0.90158,0.54281,0.00271,0.9212,0.86523,0.90682,0.71888,0.70099,0.39116,0.00328,0.0006238,0.0006238,0.0006238
40,5185.22,0.90484,0.53881,0.00267,0.92939,0.86854,0.90462,0.72041,0.6844,0.39063,0.00314,0.0006139,0.0006139,0.0006139
41,5295.78,0.89897,0.53721,0.00272,0.93835,0.8466,0.90484,0.71889,0.69093,0.39558,0.00311,0.000604,0.000604,0.000604
42,5410.76,0.9163,0.55548,0.00277,0.92026,0.86835,0.90396,0.72363,0.68414,0.38892,0.00308,0.0005941,0.0005941,0.0005941
43,5520.52,0.90162,0.53842,0.00268,0.92719,0.85165,0.90467,0.7256,0.68196,0.37795,0.00311,0.0005842,0.0005842,0.0005842
44,5635.85,0.89084,0.53262,0.00267,0.92675,0.8645,0.9087,0.71944,0.69459,0.3847,0.00317,0.0005743,0.0005743,0.0005743
45,5751.29,0.89825,0.53706,0.00268,0.93003,0.86619,0.90702,0.72189,0.68398,0.37773,0.00311,0.0005644,0.0005644,0.0005644
46,5886.42,0.89619,0.52423,0.00267,0.92184,0.86657,0.90237,0.71786,0.69194,0.37705,0.00317,0.0005545,0.0005545,0.0005545
47,6020.25,0.89257,0.53351,0.00262,0.92696,0.85745,0.90673,0.72479,0.6847,0.37666,0.00312,0.0005446,0.0005446,0.0005446
48,6152.26,0.88189,0.51919,0.00261,0.92776,0.8673,0.90748,0.72272,0.67715,0.37747,0.00305,0.0005347,0.0005347,0.0005347
49,6285.07,0.88465,0.5196,0.00265,0.93246,0.87095,0.90977,0.72593,0.67298,0.36462,0.00306,0.0005248,0.0005248,0.0005248
50,6417.05,0.88834,0.51973,0.00262,0.93529,0.86173,0.91032,0.72989,0.68231,0.37115,0.00309,0.0005149,0.0005149,0.0005149
51,6549.82,0.89476,0.52386,0.00268,0.92431,0.86985,0.91098,0.72786,0.67792,0.37188,0.0031,0.000505,0.000505,0.000505
52,6682.29,0.88267,0.51471,0.00263,0.92916,0.87241,0.90879,0.73009,0.67298,0.37017,0.00308,0.0004951,0.0004951,0.0004951
53,6815.22,0.88497,0.5199,0.00265,0.94681,0.8645,0.91319,0.73402,0.66389,0.35794,0.00302,0.0004852,0.0004852,0.0004852
54,6946.59,0.8696,0.51249,0.0026,0.92203,0.87522,0.91264,0.72386,0.67633,0.37307,0.00309,0.0004753,0.0004753,0.0004753
55,7079.48,0.87678,0.51339,0.00263,0.93522,0.8781,0.915,0.72744,0.67708,0.3637,0.00309,0.0004654,0.0004654,0.0004654
56,7211.1,0.8684,0.51068,0.00262,0.92045,0.88052,0.91238,0.73132,0.67424,0.36233,0.00309,0.0004555,0.0004555,0.0004555
57,7343.87,0.88321,0.51259,0.00262,0.94841,0.86748,0.91096,0.7304,0.664,0.35921,0.003,0.0004456,0.0004456,0.0004456
58,7476.92,0.86997,0.50424,0.0026,0.94172,0.87419,0.91578,0.73339,0.66975,0.36397,0.00302,0.0004357,0.0004357,0.0004357
59,7610.35,0.86398,0.50337,0.0026,0.94466,0.87549,0.91561,0.73485,0.65799,0.36096,0.00297,0.0004258,0.0004258,0.0004258
60,7742.81,0.86807,0.50143,0.00259,0.94589,0.86679,0.91705,0.74016,0.65778,0.3542,0.00302,0.0004159,0.0004159,0.0004159
61,7875.3,0.86315,0.50781,0.00253,0.92718,0.88413,0.91563,0.73422,0.65948,0.35673,0.00297,0.000406,0.000406,0.000406
62,8007.87,0.85628,0.49417,0.00251,0.93928,0.87728,0.91719,0.73756,0.65624,0.35703,0.003,0.0003961,0.0003961,0.0003961
63,8143.68,0.86391,0.49802,0.00252,0.94775,0.87042,0.916,0.73804,0.65681,0.35871,0.00298,0.0003862,0.0003862,0.0003862
64,8280.72,0.85612,0.49338,0.00252,0.94388,0.87124,0.91624,0.73631,0.65769,0.35415,0.00299,0.0003763,0.0003763,0.0003763
65,8418.18,0.86725,0.49869,0.00249,0.94333,0.86817,0.91685,0.73694,0.6564,0.36172,0.00299,0.0003664,0.0003664,0.0003664
66,8553.07,0.85419,0.49836,0.00258,0.92835,0.87748,0.91634,0.73667,0.65153,0.35903,0.00294,0.0003565,0.0003565,0.0003565
67,8686.19,0.84434,0.49312,0.00251,0.93456,0.87039,0.91582,0.73887,0.6486,0.35675,0.00297,0.0003466,0.0003466,0.0003466
68,8819.22,0.84555,0.48831,0.00246,0.94581,0.87016,0.91483,0.73548,0.64995,0.35325,0.00294,0.0003367,0.0003367,0.0003367
69,8951.41,0.86404,0.49976,0.00255,0.94719,0.87803,0.91854,0.73355,0.66223,0.35784,0.00298,0.0003268,0.0003268,0.0003268
70,9082.81,0.84421,0.47826,0.00244,0.95501,0.86801,0.91813,0.73986,0.65045,0.35521,0.00296,0.0003169,0.0003169,0.0003169
71,9215.51,0.85173,0.48613,0.0025,0.94578,0.87812,0.91927,0.74122,0.64431,0.34789,0.00291,0.000307,0.000307,0.000307
72,9348.25,0.84438,0.48596,0.00248,0.95663,0.8704,0.91993,0.74206,0.64301,0.34847,0.0029,0.0002971,0.0002971,0.0002971
73,9481.35,0.82863,0.46929,0.00244,0.94851,0.87028,0.91738,0.73798,0.65394,0.34334,0.00295,0.0002872,0.0002872,0.0002872
74,9612.93,0.83526,0.47796,0.00242,0.94598,0.87458,0.91824,0.74172,0.6498,0.34547,0.00295,0.0002773,0.0002773,0.0002773
75,9745.44,0.83745,0.47792,0.00247,0.94525,0.8795,0.92039,0.74161,0.6467,0.34596,0.00293,0.0002674,0.0002674,0.0002674
76,9878,0.83081,0.47481,0.00243,0.94661,0.8747,0.91989,0.74414,0.6377,0.35037,0.00286,0.0002575,0.0002575,0.0002575
77,10009.8,0.83106,0.47719,0.00243,0.95322,0.87476,0.92155,0.74345,0.64108,0.34758,0.0029,0.0002476,0.0002476,0.0002476
78,10142.4,0.84282,0.48064,0.00244,0.94971,0.87218,0.92237,0.74353,0.63982,0.34543,0.0029,0.0002377,0.0002377,0.0002377
79,10275.3,0.82854,0.47355,0.0024,0.94694,0.87545,0.91987,0.74081,0.64602,0.34658,0.00291,0.0002278,0.0002278,0.0002278
80,10408.5,0.83005,0.47347,0.00243,0.94565,0.87526,0.92074,0.74042,0.64112,0.34501,0.00289,0.0002179,0.0002179,0.0002179
81,10542,0.83215,0.48417,0.00245,0.94733,0.8723,0.91877,0.74064,0.64494,0.34806,0.00289,0.000208,0.000208,0.000208
82,10674.8,0.82369,0.46902,0.00239,0.9567,0.87087,0.92201,0.74428,0.64482,0.3421,0.00288,0.0001981,0.0001981,0.0001981
83,10806.6,0.82689,0.47519,0.00241,0.94981,0.8707,0.91924,0.7465,0.63777,0.34235,0.00285,0.0001882,0.0001882,0.0001882
84,10939.3,0.82594,0.46887,0.00241,0.95084,0.87258,0.9209,0.74098,0.64084,0.3452,0.00284,0.0001783,0.0001783,0.0001783
85,11072.4,0.81833,0.46441,0.00235,0.94855,0.87243,0.92178,0.7461,0.63559,0.34254,0.00284,0.0001684,0.0001684,0.0001684
86,11206.3,0.81846,0.46111,0.00238,0.94142,0.8776,0.92246,0.74637,0.63398,0.34306,0.00283,0.0001585,0.0001585,0.0001585
87,11339.2,0.82134,0.46645,0.00242,0.94657,0.87831,0.92242,0.74635,0.63663,0.343,0.00283,0.0001486,0.0001486,0.0001486
88,11471.2,0.81053,0.45607,0.00232,0.9424,0.8805,0.92298,0.74601,0.64002,0.34033,0.00284,0.0001387,0.0001387,0.0001387
89,11603.6,0.80876,0.45876,0.00238,0.94722,0.87617,0.92198,0.74591,0.6385,0.34461,0.00284,0.0001288,0.0001288,0.0001288
90,11736.3,0.83304,0.47647,0.00237,0.94345,0.88197,0.9233,0.74688,0.63461,0.33842,0.00281,0.0001189,0.0001189,0.0001189
91,11860.3,0.70965,0.37789,0.00222,0.95494,0.87181,0.91847,0.73762,0.65963,0.34694,0.00298,0.000109,0.000109,0.000109
92,11988.3,0.69685,0.37007,0.00219,0.94771,0.87325,0.91883,0.74187,0.6513,0.34705,0.00294,9.91e-05,9.91e-05,9.91e-05
93,12114.2,0.69125,0.36608,0.00215,0.95298,0.87882,0.92021,0.74306,0.64675,0.34661,0.00289,8.92e-05,8.92e-05,8.92e-05
94,12237.8,0.68805,0.3649,0.00214,0.95562,0.8748,0.92115,0.74383,0.64345,0.34369,0.00288,7.93e-05,7.93e-05,7.93e-05
95,12361.4,0.67888,0.3606,0.00212,0.94626,0.88133,0.92185,0.74328,0.64107,0.34302,0.00287,6.94e-05,6.94e-05,6.94e-05
96,12485.3,0.68676,0.36575,0.00211,0.95008,0.87649,0.92131,0.74338,0.64139,0.34145,0.00286,5.95e-05,5.95e-05,5.95e-05
97,12612.4,0.68693,0.36705,0.00211,0.95133,0.87715,0.92088,0.74368,0.64048,0.34307,0.00284,4.96e-05,4.96e-05,4.96e-05
98,12741.2,0.68064,0.36534,0.00212,0.94624,0.88299,0.92107,0.74487,0.63789,0.34142,0.00284,3.97e-05,3.97e-05,3.97e-05
99,12871.1,0.68145,0.35757,0.0021,0.95595,0.8773,0.92179,0.74499,0.64018,0.34191,0.00285,2.98e-05,2.98e-05,2.98e-05
100,13017,0.6713,0.35534,0.00208,0.94777,0.87883,0.92166,0.74695,0.63916,0.34266,0.00285,1.99e-05,1.99e-05,1.99e-05
